Series_reference,Period,Data_value,Suppressed,STATUS,UNITS
ECTM.S1AH2120,2005.1,280.2,,F,Dollars
ECTM.S1AH2120,2005.11,277,,F,Dollars
ECTM.S1AH2120,2005.12,319.4,,F,Dollars
ECTM.S1AH2120,2006.01,285,,F,Dollars
ECTM.S1AH2120,2006.02,272.1,,F,Dollars
ECTM.S1AH2120,2006.03,301.1,,F,Dollars
ECTM.S1AH2120,2006.04,296.6,,F,Dollars
ECTM.S1AH2120,2006.05,284.3,,F,Dollars
ECTM.S1AH2120,2006.06,282.3,,F,Dollars
ECTM.S1AH2120,2006.07,304.1,,F,Dollars
ECTM.S1AH2120,2006.08,295.4,,F,Dollars
ECTM.S1AH2120,2006.09,302.9,,F,Dollars
ECTM.S1AH2120,2006.1,311.5,,F,Dollars
ECTM.S1AH2120,2006.11,317.4,,F,Dollars
ECTM.S1AH2120,2006.12,368.5,,F,Dollars
ECTM.S1AH2120,2007.01,318.9,,F,Dollars
ECTM.S1AH2120,2007.02,307.9,,F,Dollars
ECTM.S1AH2120,2007.03,346.5,,F,Dollars
ECTM.S1AH2120,2007.04,329,,F,Dollars
ECTM.S1AH2120,2007.05,329.8,,F,Dollars
ECTM.S1AH2120,2007.06,323.6,,F,Dollars
ECTM.S1AH2120,2007.07,339.4,,F,Dollars
ECTM.S1AH2120,2007.08,344.8,,F,Dollars
ECTM.S1AH2120,2007.09,343.5,,F,Dollars
ECTM.S1AH2120,2007.1,340.2,,F,Dollars
ECTM.S1AH2120,2007.11,355.9,,F,Dollars
ECTM.S1AH2120,2007.12,399.1,,F,Dollars
ECTM.S1AH2120,2008.01,350,,F,Dollars
ECTM.S1AH2120,2008.02,351.6,,F,Dollars
ECTM.S1AH2120,2008.03,371.7,,F,Dollars
ECTM.S1AH2120,2008.04,352.6,,F,Dollars
ECTM.S1AH2120,2008.05,364.1,,F,Dollars
ECTM.S1AH2120,2008.06,333.1,,F,Dollars
ECTM.S1AH2120,2008.07,353.3,,F,Dollars
ECTM.S1AH2120,2008.08,368.6,,F,Dollars
ECTM.S1AH2120,2008.09,348.2,,F,Dollars
ECTM.S1AH2120,2008.1,375.1,,F,Dollars
ECTM.S1AH2120,2008.11,375.2,,F,Dollars
ECTM.S1AH2120,2008.12,404.8,,F,Dollars
ECTM.S1AH2120,2009.01,379.5,,F,Dollars
ECTM.S1AH2120,2009.02,351,,F,Dollars
ECTM.S1AH2120,2009.03,385.8,,F,Dollars
ECTM.S1AH2120,2009.04,372.7,,F,Dollars
ECTM.S1AH2120,2009.05,386.5,,F,Dollars
ECTM.S1AH2120,2009.06,344.9,,F,Dollars
ECTM.S1AH2120,2009.07,386.3,,F,Dollars
ECTM.S1AH2120,2009.08,387.8,,F,Dollars
ECTM.S1AH2120,2009.09,373.7,,F,Dollars
ECTM.S1AH2120,2009.1,405.3,,F,Dollars
ECTM.S1AH2120,2009.11,389.6,,F,Dollars
ECTM.S1AH2120,2009.12,432.8,,F,Dollars
ECTM.S1AH2120,2010.01,404,,F,Dollars
ECTM.S1AH2120,2010.02,372.4,,F,Dollars
ECTM.S1AH2120,2010.03,409.2,,F,Dollars
ECTM.S1AH2120,2010.04,398,,F,Dollars
ECTM.S1AH2120,2010.05,403,,F,Dollars
ECTM.S1AH2120,2010.06,374.4,,F,Dollars
ECTM.S1AH2120,2010.07,419.7,,F,Dollars
ECTM.S1AH2120,2010.08,398.5,,F,Dollars
ECTM.S1AH2120,2010.09,398.4,,F,Dollars
ECTM.S1AH2120,2010.1,434.6,,F,Dollars
ECTM.S1AH2120,2010.11,414,,F,Dollars
ECTM.S1AH2120,2010.12,468.1,,F,Dollars
ECTM.S1AH2120,2011.01,433.4,,F,Dollars
ECTM.S1AH2120,2011.02,397.3,,F,Dollars
ECTM.S1AH2120,2011.03,439.9,,F,Dollars
ECTM.S1AH2120,2011.04,442.5,,F,Dollars
ECTM.S1AH2120,2011.05,435.8,,F,Dollars
ECTM.S1AH2120,2011.06,422.9,,F,Dollars
ECTM.S1AH2120,2011.07,476.6,,F,Dollars
ECTM.S1AH2120,2011.08,443,,F,Dollars
ECTM.S1AH2120,2011.09,459.5,,F,Dollars
ECTM.S1AH2120,2011.1,493.3,,F,Dollars
ECTM.S1AH2120,2011.11,453.8,,F,Dollars
ECTM.S1AH2120,2011.12,515.5,,F,Dollars
ECTM.S1AH2120,2012.01,469.5,,F,Dollars
ECTM.S1AH2120,2012.02,447.3,,F,Dollars
ECTM.S1AH2120,2012.03,495,,F,Dollars
ECTM.S1AH2120,2012.04,472.6,,F,Dollars
ECTM.S1AH2120,2012.05,470.2,,F,Dollars
ECTM.S1AH2120,2012.06,467.2,,F,Dollars
ECTM.S1AH2120,2012.07,484.8,,F,Dollars
ECTM.S1AH2120,2012.08,488.1,,F,Dollars
ECTM.S1AH2120,2012.09,485.4,,F,Dollars
ECTM.S1AH2120,2012.1,494.7,,F,Dollars
ECTM.S1AH2120,2012.11,504,,F,Dollars
ECTM.S1AH2120,2012.12,554.7,,F,Dollars
ECTM.S1AH2120,2013.01,502,,F,Dollars
ECTM.S1AH2120,2013.02,470.8,,F,Dollars
ECTM.S1AH2120,2013.03,534.2,,F,Dollars
ECTM.S1AH2120,2013.04,505.9,,F,Dollars
ECTM.S1AH2120,2013.05,520.6,,F,Dollars
ECTM.S1AH2120,2013.06,507.4,,F,Dollars
ECTM.S1AH2120,2013.07,528.3,,F,Dollars
ECTM.S1AH2120,2013.08,538,,F,Dollars
ECTM.S1AH2120,2013.09,516,,F,Dollars
ECTM.S1AH2120,2013.1,548.2,,F,Dollars
ECTM.S1AH2120,2013.11,553.5,,F,Dollars
ECTM.S1AH2120,2013.12,600.3,,F,Dollars
ECTM.S1AH2120,2014.01,560.8,,F,Dollars
ECTM.S1AH2120,2014.02,522.7,,F,Dollars
ECTM.S1AH2120,2014.03,589.8,,F,Dollars
ECTM.S1AH2120,2014.04,555.5,,F,Dollars
ECTM.S1AH2120,2014.05,586.9,,F,Dollars
ECTM.S1AH2120,2014.06,552.1,,F,Dollars
ECTM.S1AH2120,2014.07,576.1,,F,Dollars
ECTM.S1AH2120,2014.08,596.2,,F,Dollars
ECTM.S1AH2120,2014.09,561.7,,F,Dollars
ECTM.S1AH2120,2014.1,607.7,,F,Dollars
ECTM.S1AH2120,2014.11,613.1,,F,Dollars
ECTM.S1AH2120,2014.12,651.6,,F,Dollars
ECTM.S1AH2120,2015.01,615.1,,F,Dollars
ECTM.S1AH2120,2015.02,580.7,,F,Dollars
ECTM.S1AH2120,2015.03,638.5,,F,Dollars
ECTM.S1AH2120,2015.04,617.7,,F,Dollars
ECTM.S1AH2120,2015.05,641.5,,F,Dollars
ECTM.S1AH2120,2015.06,590.5,,F,Dollars
ECTM.S1AH2120,2015.07,640.6,,F,Dollars
ECTM.S1AH2120,2015.08,642.9,,F,Dollars
ECTM.S1AH2120,2015.09,621,,F,Dollars
ECTM.S1AH2120,2015.1,667.7,,F,Dollars
ECTM.S1AH2120,2015.11,667.5,,F,Dollars
ECTM.S1AH2120,2015.12,734.9,,F,Dollars
ECTM.S1AH2120,2016.01,695.4,,F,Dollars
ECTM.S1AH2120,2016.02,668.3,,F,Dollars
ECTM.S1AH2120,2016.03,708.7,,F,Dollars
ECTM.S1AH2120,2016.04,717.3,,F,Dollars
ECTM.S1AH2120,2016.05,691.8,,F,Dollars
ECTM.S1AH2120,2016.06,672,,F,Dollars
ECTM.S1AH2120,2016.07,745.3,,F,Dollars
ECTM.S1AH2120,2016.08,696.7,,F,Dollars
ECTM.S1AH2120,2016.09,706.9,,F,Dollars
ECTM.S1AH2120,2016.1,748.1,,F,Dollars
ECTM.S1AH2120,2016.11,725.5,,F,Dollars
ECTM.S1AH2120,2016.12,826.2,,F,Dollars
ECTM.S1AH2120,2017.01,754.3,,F,Dollars
ECTM.S1AH2120,2017.02,705.5,,F,Dollars
ECTM.S1AH2120,2017.03,785.2,,F,Dollars
ECTM.S1AH2120,2017.04,769.4,,F,Dollars
ECTM.S1AH2120,2017.05,743.8,,F,Dollars
ECTM.S1AH2120,2017.06,745.2,,F,Dollars
ECTM.S1AH2120,2017.07,788,,F,Dollars
ECTM.S1AH2120,2017.08,760.3,,F,Dollars
ECTM.S1AH2120,2017.09,765.7,,F,Dollars
ECTM.S1AH2120,2017.1,798.1,,F,Dollars
ECTM.S1AH2120,2017.11,800.9,,F,Dollars
ECTM.S1AH2120,2017.12,894.7,,F,Dollars
ECTM.S1AH2120,2018.01,810.9,,F,Dollars
ECTM.S1AH2120,2018.02,769.4,,F,Dollars
ECTM.S1AH2120,2018.03,868,,F,Dollars
ECTM.S1AH2120,2018.04,819.9,,F,Dollars
ECTM.S1AH2120,2018.05,802.6,,F,Dollars
ECTM.S1AH2120,2018.06,796.7,,F,Dollars
ECTM.S1AH2120,2018.07,827.7,,F,Dollars
ECTM.S1AH2120,2018.08,826.1,,F,Dollars
ECTM.S1AH2120,2018.09,822.1,,F,Dollars
ECTM.S1AH2120,2018.1,837.4,,F,Dollars
ECTM.S1AH2120,2018.11,860.5,,F,Dollars
ECTM.S1AH2120,2018.12,947.9,,F,Dollars
ECTM.S1AH2120,2019.01,872.2,,F,Dollars
ECTM.S1AH2120,2019.02,824.3,,F,Dollars
ECTM.S1AH2120,2019.03,928.9,,F,Dollars
ECTM.S1AH2120,2019.04,857.4,,F,Dollars
ECTM.S1AH2120,2019.05,869.5,,F,Dollars
ECTM.S1AH2120,2019.06,844.3,,F,Dollars
ECTM.S1AH2120,2019.07,865.5,,F,Dollars
ECTM.S1AH2120,2019.08,886.7,,F,Dollars
ECTM.S1AH2120,2019.09,858.4,,F,Dollars
ECTM.S1AH2120,2019.1,897.2,,F,Dollars
ECTM.S1AH2120,2019.11,924.4,,F,Dollars
ECTM.S1AH2120,2019.12,988.6,,F,Dollars
ECTM.S1AH2120,2020.01,928.5,,F,Dollars
ECTM.S1AH2120,2020.02,892.9,,F,Dollars
ECTM.S1AH2120,2020.03,662.4,,F,Dollars
ECTM.S1AH2120,2020.04,43.7,,F,Dollars
ECTM.S1AH2120,2020.05,564.6,,F,Dollars
ECTM.S1AH2120,2020.06,823.8,,F,Dollars
ECTM.S1AH2120,2020.07,957.4,,F,Dollars
ECTM.S1AH2120,2020.08,771.5,,F,Dollars
ECTM.S1AH2120,2020.09,860.3,,F,Dollars
ECTM.S1AH2120,2020.1,976.3,,F,Dollars
ECTM.S1SH2120,2007.03,346.5,,R,Dollars
ECTM.S1SH2120,2007.04,329,,R,Dollars
ECTM.S1SH2120,2007.05,329.8,,R,Dollars
ECTM.S1SH2120,2007.06,323.6,,R,Dollars
ECTM.S1SH2120,2007.07,339.4,,R,Dollars
ECTM.S1SH2120,2007.08,344.8,,R,Dollars
ECTM.S1SH2120,2007.09,343.5,,R,Dollars
ECTM.S1SH2120,2007.1,340.2,,R,Dollars
ECTM.S1SH2120,2007.11,355.9,,R,Dollars
ECTM.S1SH2120,2007.12,399.1,,R,Dollars
ECTM.S1SH2120,2008.01,350,,R,Dollars
ECTM.S1SH2120,2008.02,351.6,,R,Dollars
ECTM.S1SH2120,2008.03,371.7,,R,Dollars
ECTM.S1SH2120,2008.04,352.6,,R,Dollars
ECTM.S1SH2120,2008.05,364.1,,R,Dollars
ECTM.S1SH2120,2008.06,333.1,,R,Dollars
ECTM.S1SH2120,2008.07,353.3,,R,Dollars
ECTM.S1SH2120,2008.08,368.6,,R,Dollars
ECTM.S1SH2120,2008.09,348.2,,R,Dollars
ECTM.S1SH2120,2008.1,375.1,,R,Dollars
ECTM.S1SH2120,2008.11,375.2,,R,Dollars
ECTM.S1SH2120,2008.12,404.8,,R,Dollars
ECTM.S1SH2120,2009.01,379.5,,R,Dollars
ECTM.S1SH2120,2009.02,351,,R,Dollars
ECTM.S1SH2120,2009.03,385.8,,R,Dollars
ECTM.S1SH2120,2009.04,372.7,,R,Dollars
ECTM.S1SH2120,2009.05,386.5,,R,Dollars
ECTM.S1SH2120,2009.06,344.9,,R,Dollars
ECTM.S1SH2120,2009.07,386.3,,R,Dollars
ECTM.S1SH2120,2009.08,387.8,,R,Dollars
ECTM.S1SH2120,2009.09,373.7,,R,Dollars
ECTM.S1SH2120,2009.1,405.3,,R,Dollars
ECTM.S1SH2120,2009.11,389.6,,R,Dollars
ECTM.S1SH2120,2009.12,432.8,,R,Dollars
ECTM.S1SH2120,2010.01,404,,R,Dollars
ECTM.S1SH2120,2010.02,372.4,,R,Dollars
ECTM.S1SH2120,2010.03,409.2,,R,Dollars
ECTM.S1SH2120,2010.04,398,,R,Dollars
ECTM.S1SH2120,2010.05,403,,R,Dollars
ECTM.S1SH2120,2010.06,374.4,,R,Dollars
ECTM.S1SH2120,2010.07,419.7,,R,Dollars
ECTM.S1SH2120,2010.08,398.5,,R,Dollars
ECTM.S1SH2120,2010.09,398.4,,R,Dollars
ECTM.S1SH2120,2010.1,434.6,,R,Dollars
ECTM.S1SH2120,2010.11,414,,R,Dollars
ECTM.S1SH2120,2010.12,468.1,,R,Dollars
ECTM.S1SH2120,2011.01,433.4,,R,Dollars
ECTM.S1SH2120,2011.02,397.3,,R,Dollars
ECTM.S1SH2120,2011.03,439.9,,R,Dollars
ECTM.S1SH2120,2011.04,442.5,,R,Dollars
ECTM.S1SH2120,2011.05,435.8,,R,Dollars
ECTM.S1SH2120,2011.06,422.9,,R,Dollars
ECTM.S1SH2120,2011.07,476.6,,R,Dollars
ECTM.S1SH2120,2011.08,443,,R,Dollars
ECTM.S1SH2120,2011.09,459.5,,R,Dollars
ECTM.S1SH2120,2011.1,493.3,,R,Dollars
ECTM.S1SH2120,2011.11,453.8,,R,Dollars
ECTM.S1SH2120,2011.12,515.5,,R,Dollars
ECTM.S1SH2120,2012.01,469.5,,R,Dollars
ECTM.S1SH2120,2012.02,447.3,,R,Dollars
ECTM.S1SH2120,2012.03,495,,R,Dollars
ECTM.S1SH2120,2012.04,472.6,,R,Dollars
ECTM.S1SH2120,2012.05,470.2,,R,Dollars
ECTM.S1SH2120,2012.06,467.2,,R,Dollars
ECTM.S1SH2120,2012.07,484.8,,R,Dollars
ECTM.S1SH2120,2012.08,488.1,,R,Dollars
ECTM.S1SH2120,2012.09,485.4,,R,Dollars
ECTM.S1SH2120,2012.1,494.7,,R,Dollars
ECTM.S1SH2120,2012.11,504,,R,Dollars
ECTM.S1SH2120,2012.12,554.7,,R,Dollars
ECTM.S1SH2120,2013.01,502,,R,Dollars
ECTM.S1SH2120,2013.02,470.8,,R,Dollars
ECTM.S1SH2120,2013.03,534.2,,R,Dollars
ECTM.S1SH2120,2013.04,505.9,,R,Dollars
ECTM.S1SH2120,2013.05,520.6,,R,Dollars
ECTM.S1SH2120,2013.06,507.4,,R,Dollars
ECTM.S1SH2120,2013.07,528.3,,R,Dollars
ECTM.S1SH2120,2013.08,538,,R,Dollars
ECTM.S1SH2120,2013.09,516,,R,Dollars
ECTM.S1SH2120,2013.1,548.2,,R,Dollars
ECTM.S1SH2120,2013.11,553.5,,R,Dollars
ECTM.S1SH2120,2013.12,600.3,,R,Dollars
ECTM.S1SH2120,2014.01,560.8,,R,Dollars
ECTM.S1SH2120,2014.02,522.7,,R,Dollars
ECTM.S1SH2120,2014.03,589.8,,R,Dollars
ECTM.S1SH2120,2014.04,555.5,,R,Dollars
ECTM.S1SH2120,2014.05,586.9,,R,Dollars
ECTM.S1SH2120,2014.06,552.1,,R,Dollars
ECTM.S1SH2120,2014.07,576.1,,R,Dollars
ECTM.S1SH2120,2014.08,596.2,,R,Dollars
ECTM.S1SH2120,2014.09,561.7,,R,Dollars
ECTM.S1SH2120,2014.1,607.7,,R,Dollars
ECTM.S1SH2120,2014.11,613.1,,R,Dollars
ECTM.S1SH2120,2014.12,651.6,,R,Dollars
ECTM.S1SH2120,2015.01,615.1,,R,Dollars
ECTM.S1SH2120,2015.02,580.7,,R,Dollars
ECTM.S1SH2120,2015.03,638.5,,R,Dollars
ECTM.S1SH2120,2015.04,617.7,,R,Dollars
ECTM.S1SH2120,2015.05,641.5,,R,Dollars
ECTM.S1SH2120,2015.06,590.5,,R,Dollars
ECTM.S1SH2120,2015.07,640.6,,R,Dollars
ECTM.S1SH2120,2015.08,642.9,,R,Dollars
ECTM.S1SH2120,2015.09,621,,R,Dollars
ECTM.S1SH2120,2015.1,667.7,,R,Dollars
ECTM.S1SH2120,2015.11,667.5,,R,Dollars
ECTM.S1SH2120,2015.12,734.9,,R,Dollars
ECTM.S1SH2120,2016.01,695.4,,R,Dollars
ECTM.S1SH2120,2016.02,668.3,,R,Dollars
ECTM.S1SH2120,2016.03,708.7,,R,Dollars
ECTM.S1SH2120,2016.04,717.3,,R,Dollars
ECTM.S1SH2120,2016.05,691.8,,R,Dollars
ECTM.S1SH2120,2016.06,672,,R,Dollars
ECTM.S1SH2120,2016.07,745.3,,R,Dollars
ECTM.S1SH2120,2016.08,696.7,,R,Dollars
ECTM.S1SH2120,2016.09,706.9,,R,Dollars
ECTM.S1SH2120,2016.1,748.1,,R,Dollars
ECTM.S1SH2120,2016.11,725.5,,R,Dollars
ECTM.S1SH2120,2016.12,826.2,,R,Dollars
ECTM.S1SH2120,2017.01,754.3,,R,Dollars
ECTM.S1SH2120,2017.02,705.5,,R,Dollars
ECTM.S1SH2120,2017.03,785.2,,R,Dollars
ECTM.S1SH2120,2017.04,769.4,,R,Dollars
ECTM.S1SH2120,2017.05,743.8,,R,Dollars
ECTM.S1SH2120,2017.06,745.2,,R,Dollars
ECTM.S1SH2120,2017.07,788,,R,Dollars
ECTM.S1SH2120,2017.08,760.3,,R,Dollars
ECTM.S1SH2120,2017.09,765.7,,R,Dollars
ECTM.S1SH2120,2017.1,798.1,,R,Dollars
ECTM.S1SH2120,2017.11,800.9,,R,Dollars
ECTM.S1SH2120,2017.12,894.7,,R,Dollars
ECTM.S1SH2120,2018.01,810.9,,R,Dollars
ECTM.S1SH2120,2018.02,769.4,,R,Dollars
ECTM.S1SH2120,2018.03,868,,R,Dollars
ECTM.S1SH2120,2018.04,819.9,,R,Dollars
ECTM.S1SH2120,2018.05,802.6,,R,Dollars
ECTM.S1SH2120,2018.06,796.7,,R,Dollars
ECTM.S1SH2120,2018.07,827.7,,R,Dollars
ECTM.S1SH2120,2018.08,826.1,,R,Dollars
ECTM.S1SH2120,2018.09,822.1,,R,Dollars
ECTM.S1SH2120,2018.1,837.4,,R,Dollars
ECTM.S1SH2120,2018.11,860.5,,R,Dollars
ECTM.S1SH2120,2018.12,947.9,,R,Dollars
ECTM.S1SH2120,2019.01,872.2,,R,Dollars
ECTM.S1SH2120,2019.02,824.3,,R,Dollars
ECTM.S1SH2120,2019.03,928.9,,R,Dollars
ECTM.S1SH2120,2019.04,857.4,,R,Dollars
ECTM.S1SH2120,2019.05,869.5,,R,Dollars
ECTM.S1SH2120,2019.06,844.3,,R,Dollars
ECTM.S1SH2120,2019.07,865.5,,R,Dollars
ECTM.S1SH2120,2019.08,886.7,,R,Dollars
ECTM.S1SH2120,2019.09,858.4,,R,Dollars
ECTM.S1SH2120,2019.1,897.2,,R,Dollars
ECTM.S1SH2120,2019.11,924.4,,R,Dollars
ECTM.S1SH2120,2019.12,988.6,,R,Dollars
ECTM.S1SH2120,2020.01,928.5,,R,Dollars
ECTM.S1SH2120,2020.02,892.9,,R,Dollars
ECTM.S1SH2120,2020.03,662.4,,R,Dollars
ECTM.S1SH2120,2020.04,43.7,,R,Dollars
ECTM.S1SH2120,2020.05,564.6,,R,Dollars
ECTM.S1SH2120,2020.06,823.8,,R,Dollars
ECTM.S1SH2120,2020.07,957.4,,R,Dollars
ECTM.S1SH2120,2020.08,771.5,,R,Dollars
ECTM.S1SH2120,2020.09,860.3,,R,Dollars
ECTM.S1SH2120,2020.1,976.3,,F,Dollars
ECTM.S1AII131,2000.01,27.2,,C,Dollars
ECTM.S1AII131,2000.02,32.4,,C,Dollars
ECTM.S1AII131,2000.03,36.3,,C,Dollars
ECTM.S1AII131,2000.04,27.9,,C,Dollars
ECTM.S1AII131,2000.05,34.5,,C,Dollars
ECTM.S1AII131,2000.06,32.8,,C,Dollars
ECTM.S1AII131,2000.07,32.3,,C,Dollars
ECTM.S1AII131,2000.08,35.6,,C,Dollars
ECTM.S1AII131,2000.09,33.6,,C,Dollars
ECTM.S1AII131,2000.1,33.8,,C,Dollars
ECTM.S1AII131,2000.11,34.9,,C,Dollars
ECTM.S1AII131,2000.12,36.9,,C,Dollars
ECTM.S1AII131,2001.01,32.4,,C,Dollars
ECTM.S1AII131,2001.02,31.4,,C,Dollars
ECTM.S1AII131,2001.03,39.1,,C,Dollars
ECTM.S1AII131,2001.04,34.7,,C,Dollars
ECTM.S1AII131,2001.05,39.4,,C,Dollars
ECTM.S1AII131,2001.06,36,,C,Dollars
ECTM.S1AII131,2001.07,39,,C,Dollars
ECTM.S1AII131,2001.08,43.1,,C,Dollars
ECTM.S1AII131,2001.09,37.5,,C,Dollars
ECTM.S1AII131,2001.1,40.1,,C,Dollars
ECTM.S1AII131,2001.11,41.6,,C,Dollars
ECTM.S1AII131,2001.12,43.3,,C,Dollars
ECTM.S1AII131,2002.01,37.9,,C,Dollars
ECTM.S1AII131,2002.02,38.1,,C,Dollars
ECTM.S1AII131,2002.03,43.8,,C,Dollars
ECTM.S1AII131,2002.04,40.2,,C,Dollars
ECTM.S1AII131,2002.05,43.9,,C,Dollars
ECTM.S1AII131,2002.06,40.1,,C,Dollars
ECTM.S1AII131,2002.07,49.3,,C,Dollars
ECTM.S1AII131,2002.08,51.1,,C,Dollars
ECTM.S1AII131,2002.09,70.2,,C,Dollars
ECTM.S1AII131,2002.1,88.1,,F,Dollars
ECTM.S1AII131,2002.11,59.1,,F,Dollars
ECTM.S1AII131,2002.12,64.5,,F,Dollars
ECTM.S1AII131,2003.01,56.3,,F,Dollars
ECTM.S1AII131,2003.02,57.7,,F,Dollars
ECTM.S1AII131,2003.03,61.9,,F,Dollars
ECTM.S1AII131,2003.04,55.6,,F,Dollars
ECTM.S1AII131,2003.05,67.7,,F,Dollars
ECTM.S1AII131,2003.06,61.1,,F,Dollars
ECTM.S1AII131,2003.07,70.3,,F,Dollars
ECTM.S1AII131,2003.08,68.4,,F,Dollars
ECTM.S1AII131,2003.09,71.9,,F,Dollars
ECTM.S1AII131,2003.1,70.7,,F,Dollars
ECTM.S1AII131,2003.11,67.5,,F,Dollars
ECTM.S1AII131,2003.12,77.8,,F,Dollars
ECTM.S1AII131,2004.01,63.6,,F,Dollars
ECTM.S1AII131,2004.02,65.2,,F,Dollars
ECTM.S1AII131,2004.03,76.4,,F,Dollars
ECTM.S1AII131,2004.04,70.1,,F,Dollars
ECTM.S1AII131,2004.05,76.1,,F,Dollars
ECTM.S1AII131,2004.06,75.1,,F,Dollars
ECTM.S1AII131,2004.07,79.7,,F,Dollars
ECTM.S1AII131,2004.08,84.2,,F,Dollars
ECTM.S1AII131,2004.09,82.2,,F,Dollars
ECTM.S1AII131,2004.1,75.3,,F,Dollars
ECTM.S1AII131,2004.11,83.2,,F,Dollars
ECTM.S1AII131,2004.12,87.5,,F,Dollars
ECTM.S1AII131,2005.01,69,,F,Dollars
ECTM.S1AII131,2005.02,77.6,,F,Dollars
ECTM.S1AII131,2005.03,86.8,,F,Dollars
ECTM.S1AII131,2005.04,78.4,,F,Dollars
ECTM.S1AII131,2005.05,84.9,,F,Dollars
ECTM.S1AII131,2005.06,83.1,,F,Dollars
ECTM.S1AII131,2005.07,86.4,,F,Dollars
ECTM.S1AII131,2005.08,99.3,,F,Dollars
ECTM.S1AII131,2005.09,93.6,,F,Dollars
ECTM.S1AII131,2005.1,85.1,,F,Dollars
ECTM.S1AII131,2005.11,95.2,,F,Dollars
ECTM.S1AII131,2005.12,96.4,,F,Dollars
ECTM.S1AII131,2006.01,80.4,,F,Dollars
ECTM.S1AII131,2006.02,83.4,,F,Dollars
ECTM.S1AII131,2006.03,98.4,,F,Dollars
ECTM.S1AII131,2006.04,81.2,,F,Dollars
ECTM.S1AII131,2006.05,100.7,,F,Dollars
ECTM.S1AII131,2006.06,93.5,,F,Dollars
ECTM.S1AII131,2006.07,97.1,,F,Dollars
ECTM.S1AII131,2006.08,110.5,,F,Dollars
ECTM.S1AII131,2006.09,100.6,,F,Dollars
ECTM.S1AII131,2006.1,99.2,,F,Dollars
ECTM.S1AII131,2006.11,106.4,,F,Dollars
ECTM.S1AII131,2006.12,103.9,,F,Dollars
ECTM.S1AII131,2007.01,94.6,,F,Dollars
ECTM.S1AII131,2007.02,93.1,,F,Dollars
ECTM.S1AII131,2007.03,105.3,,F,Dollars
ECTM.S1AII131,2007.04,89.9,,F,Dollars
ECTM.S1AII131,2007.05,110.5,,F,Dollars
ECTM.S1AII131,2007.06,99.8,,F,Dollars
ECTM.S1AII131,2007.07,107,,F,Dollars
ECTM.S1AII131,2007.08,120.7,,F,Dollars
ECTM.S1AII131,2007.09,103.8,,F,Dollars
ECTM.S1AII131,2007.1,111.1,,F,Dollars
ECTM.S1AII131,2007.11,113.8,,F,Dollars
ECTM.S1AII131,2007.12,109.3,,F,Dollars
ECTM.S1AII131,2008.01,100,,F,Dollars
ECTM.S1AII131,2008.02,103.5,,F,Dollars
ECTM.S1AII131,2008.03,100.4,,F,Dollars
ECTM.S1AII131,2008.04,103.3,,F,Dollars
ECTM.S1AII131,2008.05,113.9,,F,Dollars
ECTM.S1AII131,2008.06,103.3,,F,Dollars
ECTM.S1AII131,2008.07,117.8,,F,Dollars
ECTM.S1AII131,2008.08,121,,F,Dollars
ECTM.S1AII131,2008.09,121.5,,F,Dollars
ECTM.S1AII131,2008.1,118.3,,F,Dollars
ECTM.S1AII131,2008.11,111.9,,F,Dollars
ECTM.S1AII131,2008.12,122.7,,F,Dollars
ECTM.S1AII131,2009.01,102.7,,F,Dollars
ECTM.S1AII131,2009.02,104.4,,F,Dollars
ECTM.S1AII131,2009.03,115.3,,F,Dollars
ECTM.S1AII131,2009.04,107.7,,F,Dollars
ECTM.S1AII131,2009.05,117.4,,F,Dollars
ECTM.S1AII131,2009.06,114.8,,F,Dollars
ECTM.S1AII131,2009.07,129.8,,F,Dollars
ECTM.S1AII131,2009.08,133.3,,F,Dollars
ECTM.S1AII131,2009.09,127.6,,F,Dollars
ECTM.S1AII131,2009.1,121.5,,F,Dollars
ECTM.S1AII131,2009.11,123.9,,F,Dollars
ECTM.S1AII131,2009.12,130.9,,F,Dollars
ECTM.S1AII131,2010.01,107.1,,F,Dollars
ECTM.S1AII131,2010.02,112.2,,F,Dollars
ECTM.S1AII131,2010.03,127.5,,F,Dollars
ECTM.S1AII131,2010.04,112.5,,F,Dollars
ECTM.S1AII131,2010.05,119.8,,F,Dollars
ECTM.S1AII131,2010.06,118.1,,F,Dollars
ECTM.S1AII131,2010.07,127.7,,F,Dollars
ECTM.S1AII131,2010.08,140.6,,F,Dollars
ECTM.S1AII131,2010.09,132.6,,F,Dollars
ECTM.S1AII131,2010.1,121.8,,F,Dollars
ECTM.S1AII131,2010.11,134.2,,F,Dollars
ECTM.S1AII131,2010.12,134.8,,F,Dollars
ECTM.S1AII131,2011.01,107.3,,F,Dollars
ECTM.S1AII131,2011.02,118.1,,F,Dollars
ECTM.S1AII131,2011.03,131,,F,Dollars
ECTM.S1AII131,2011.04,115,,F,Dollars
ECTM.S1AII131,2011.05,134.7,,F,Dollars
ECTM.S1AII131,2011.06,124.1,,F,Dollars
ECTM.S1AII131,2011.07,121.8,,F,Dollars
ECTM.S1AII131,2011.08,147.2,,F,Dollars
ECTM.S1AII131,2011.09,129.6,,F,Dollars
ECTM.S1AII131,2011.1,119.3,,F,Dollars
ECTM.S1AII131,2011.11,134.1,,F,Dollars
ECTM.S1AII131,2011.12,128.9,,F,Dollars
