Series_reference,Period,Data_value,Suppressed,STATUS,UNITS
ECTM.S1AG1210,2000.01,9.1,,C,Dollars
ECTM.S1AG1210,2000.02,9.5,,C,Dollars
ECTM.S1AG1210,2000.03,10,,C,Dollars
ECTM.S1AG1210,2000.04,9.2,,C,Dollars
ECTM.S1AG1210,2000.05,9.5,,C,Dollars
ECTM.S1AG1210,2000.06,9.4,,C,Dollars
ECTM.S1AG1210,2000.07,9.6,,C,Dollars
ECTM.S1AG1210,2000.08,10.4,,C,Dollars
ECTM.S1AG1210,2000.09,10.2,,C,Dollars
ECTM.S1AG1210,2000.1,10.6,,C,Dollars
ECTM.S1AG1210,2000.11,11.8,,C,Dollars
ECTM.S1AG1210,2000.12,15,,C,Dollars
ECTM.S1AG1210,2001.01,12,,C,Dollars
ECTM.S1AG1210,2001.02,11.9,,C,Dollars
ECTM.S1AG1210,2001.03,13,,C,Dollars
ECTM.S1AG1210,2001.04,12.6,,C,Dollars
ECTM.S1AG1210,2001.05,13.3,,C,Dollars
ECTM.S1AG1210,2001.06,13.1,,C,Dollars
ECTM.S1AG1210,2001.07,13.4,,C,Dollars
ECTM.S1AG1210,2001.08,589.5,,C,Dollars
ECTM.S1AG1210,2001.09,573,,C,Dollars
ECTM.S1AG1210,2001.1,608.4,,C,Dollars
ECTM.S1AG1210,2001.11,618.7,,C,Dollars
ECTM.S1AG1210,2001.12,699.1,,C,Dollars
ECTM.S1AG1210,2002.01,617.4,,C,Dollars
ECTM.S1AG1210,2002.02,575.3,,C,Dollars
ECTM.S1AG1210,2002.03,537.3,,C,Dollars
ECTM.S1AG1210,2002.04,607.7,,C,Dollars
ECTM.S1AG1210,2002.05,633.6,,C,Dollars
ECTM.S1AG1210,2002.06,606.6,,C,Dollars
ECTM.S1AG1210,2002.07,631.1,,C,Dollars
ECTM.S1AG1210,2002.08,21.3,,C,Dollars
ECTM.S1AG1210,2002.09,20.3,,C,Dollars
ECTM.S1AG1210,2002.1,672.9,,F,Dollars
ECTM.S1AG1210,2002.11,670.5,,F,Dollars
ECTM.S1AG1210,2002.12,764.2,,F,Dollars
ECTM.S1AG1210,2003.01,669.5,,F,Dollars
ECTM.S1AG1210,2003.02,625.2,,F,Dollars
ECTM.S1AG1210,2003.03,677,,F,Dollars
ECTM.S1AG1210,2003.04,655.2,,F,Dollars
ECTM.S1AG1210,2003.05,684.3,,F,Dollars
ECTM.S1AG1210,2003.06,643.5,,F,Dollars
ECTM.S1AG1210,2003.07,681.8,,F,Dollars
ECTM.S1AG1210,2003.08,699.8,,F,Dollars
ECTM.S1AG1210,2003.09,666.4,,F,Dollars
ECTM.S1AG1210,2003.1,728.1,,F,Dollars
ECTM.S1AG1210,2003.11,717.7,,F,Dollars
ECTM.S1AG1210,2003.12,824.2,,F,Dollars
ECTM.S1AG1210,2004.01,724.4,,F,Dollars
ECTM.S1AG1210,2004.02,684.1,,F,Dollars
ECTM.S1AG1210,2004.03,721.5,,F,Dollars
ECTM.S1AG1210,2004.04,707.4,,F,Dollars
ECTM.S1AG1210,2004.05,718.9,,F,Dollars
ECTM.S1AG1210,2004.06,691.2,,F,Dollars
ECTM.S1AG1210,2004.07,731.9,,F,Dollars
ECTM.S1AG1210,2004.08,725,,F,Dollars
ECTM.S1AG1210,2004.09,713.3,,F,Dollars
ECTM.S1AG1210,2004.1,750.1,,F,Dollars
ECTM.S1AG1210,2004.11,761.5,,F,Dollars
ECTM.S1AG1210,2004.12,885.1,,F,Dollars
ECTM.S1AG1210,2005.01,770.4,,F,Dollars
ECTM.S1AG1210,2005.02,722.4,,F,Dollars
ECTM.S1AG1210,2005.03,790,,F,Dollars
ECTM.S1AG1210,2005.04,755.1,,F,Dollars
ECTM.S1AG1210,2005.05,768.7,,F,Dollars
ECTM.S1AG1210,2005.06,754.3,,F,Dollars
ECTM.S1AG1210,2005.07,778.3,,F,Dollars
ECTM.S1AG1210,2005.08,782.2,,F,Dollars
ECTM.S1AG1210,2005.09,780.1,,F,Dollars
ECTM.S1AG1210,2005.1,828.3,,F,Dollars
ECTM.S1AG1210,2005.11,832,,F,Dollars
ECTM.S1AG1210,2005.12,956.7,,F,Dollars
ECTM.S1AG1210,2006.01,820.9,,F,Dollars
ECTM.S1AG1210,2006.02,766.8,,F,Dollars
ECTM.S1AG1210,2006.03,844.4,,F,Dollars
ECTM.S1AG1210,2006.04,825.8,,F,Dollars
ECTM.S1AG1210,2006.05,834.2,,F,Dollars
ECTM.S1AG1210,2006.06,813.2,,F,Dollars
ECTM.S1AG1210,2006.07,834.9,,F,Dollars
ECTM.S1AG1210,2006.08,849.1,,F,Dollars
ECTM.S1AG1210,2006.09,826.7,,F,Dollars
ECTM.S1AG1210,2006.1,892.7,,F,Dollars
ECTM.S1AG1210,2006.11,903.7,,F,Dollars
ECTM.S1AG1210,2006.12,1034.4,,F,Dollars
ECTM.S1AG1210,2007.01,887.3,,F,Dollars
ECTM.S1AG1210,2007.02,843.9,,F,Dollars
ECTM.S1AG1210,2007.03,925.1,,F,Dollars
ECTM.S1AG1210,2007.04,880,,F,Dollars
ECTM.S1AG1210,2007.05,905.1,,F,Dollars
ECTM.S1AG1210,2007.06,874.3,,F,Dollars
ECTM.S1AG1210,2007.07,890.5,,F,Dollars
ECTM.S1AG1210,2007.08,917.7,,F,Dollars
ECTM.S1AG1210,2007.09,895.9,,F,Dollars
ECTM.S1AG1210,2007.1,945.9,,F,Dollars
ECTM.S1AG1210,2007.11,960.8,,F,Dollars
ECTM.S1AG1210,2007.12,1102.2,,F,Dollars
ECTM.S1AG1210,2008.01,959.2,,F,Dollars
ECTM.S1AG1210,2008.02,924.5,,F,Dollars
ECTM.S1AG1210,2008.03,988,,F,Dollars
ECTM.S1AG1210,2008.04,922.8,,F,Dollars
ECTM.S1AG1210,2008.05,960.5,,F,Dollars
ECTM.S1AG1210,2008.06,904,,F,Dollars
ECTM.S1AG1210,2008.07,942.7,,F,Dollars
ECTM.S1AG1210,2008.08,981,,F,Dollars
ECTM.S1AG1210,2008.09,958.3,,F,Dollars
ECTM.S1AG1210,2008.1,1032.2,,F,Dollars
ECTM.S1AG1210,2008.11,1039.9,,F,Dollars
ECTM.S1AG1210,2008.12,1180.5,,F,Dollars
ECTM.S1AG1210,2009.01,1046.5,,F,Dollars
ECTM.S1AG1210,2009.02,962,,F,Dollars
ECTM.S1AG1210,2009.03,1041.7,,F,Dollars
ECTM.S1AG1210,2009.04,1024.6,,F,Dollars
ECTM.S1AG1210,2009.05,1046.4,,F,Dollars
ECTM.S1AG1210,2009.06,996.9,,F,Dollars
ECTM.S1AG1210,2009.07,1039,,F,Dollars
ECTM.S1AG1210,2009.08,1053.1,,F,Dollars
ECTM.S1AG1210,2009.09,1026.5,,F,Dollars
ECTM.S1AG1210,2009.1,1090.1,,F,Dollars
ECTM.S1AG1210,2009.11,1071.2,,F,Dollars
ECTM.S1AG1210,2009.12,1255.4,,F,Dollars
ECTM.S1AG1210,2010.01,1077.9,,F,Dollars
ECTM.S1AG1210,2010.02,1005.3,,F,Dollars
ECTM.S1AG1210,2010.03,1106.4,,F,Dollars
ECTM.S1AG1210,2010.04,1045.1,,F,Dollars
ECTM.S1AG1210,2010.05,1072.7,,F,Dollars
ECTM.S1AG1210,2010.06,1029,,F,Dollars
ECTM.S1AG1210,2010.07,1086.9,,F,Dollars
ECTM.S1AG1210,2010.08,1087.5,,F,Dollars
ECTM.S1AG1210,2010.09,1091.1,,F,Dollars
ECTM.S1AG1210,2010.1,1178.5,,F,Dollars
ECTM.S1AG1210,2010.11,1164.4,,F,Dollars
ECTM.S1AG1210,2010.12,1361,,F,Dollars
ECTM.S1AG1210,2011.01,1166,,F,Dollars
ECTM.S1AG1210,2011.02,1095,,F,Dollars
ECTM.S1AG1210,2011.03,1196.5,,F,Dollars
ECTM.S1AG1210,2011.04,1171.6,,F,Dollars
ECTM.S1AG1210,2011.05,1168.1,,F,Dollars
ECTM.S1AG1210,2011.06,1142.2,,F,Dollars
ECTM.S1AG1210,2011.07,1185.5,,F,Dollars
ECTM.S1AG1210,2011.08,1186.5,,F,Dollars
ECTM.S1AG1210,2011.09,1184.1,,F,Dollars
ECTM.S1AG1210,2011.1,1247.4,,F,Dollars
ECTM.S1AG1210,2011.11,1224.5,,F,Dollars
ECTM.S1AG1210,2011.12,1439.9,,F,Dollars
ECTM.S1AG1210,2012.01,1221.4,,F,Dollars
ECTM.S1AG1210,2012.02,1189.6,,F,Dollars
ECTM.S1AG1210,2012.03,1271.5,,F,Dollars
ECTM.S1AG1210,2012.04,1213.1,,F,Dollars
ECTM.S1AG1210,2012.05,1222.3,,F,Dollars
ECTM.S1AG1210,2012.06,1191.3,,F,Dollars
ECTM.S1AG1210,2012.07,1216.7,,F,Dollars
ECTM.S1AG1210,2012.08,1252,,F,Dollars
ECTM.S1AG1210,2012.09,1221.3,,F,Dollars
ECTM.S1AG1210,2012.1,1270.5,,F,Dollars
ECTM.S1AG1210,2012.11,1280.8,,F,Dollars
ECTM.S1AG1210,2012.12,1480.2,,F,Dollars
ECTM.S1AG1210,2013.01,1287.5,,F,Dollars
ECTM.S1AG1210,2013.02,1199.6,,F,Dollars
ECTM.S1AG1210,2013.03,1304.1,,F,Dollars
ECTM.S1AG1210,2013.04,1217,,F,Dollars
ECTM.S1AG1210,2013.05,1257.4,,F,Dollars
ECTM.S1AG1210,2013.06,1210.3,,F,Dollars
ECTM.S1AG1210,2013.07,1239.9,,F,Dollars
ECTM.S1AG1210,2013.08,1281.5,,F,Dollars
ECTM.S1AG1210,2013.09,1236.8,,F,Dollars
ECTM.S1AG1210,2013.1,1320,,F,Dollars
ECTM.S1AG1210,2013.11,1334.7,,F,Dollars
ECTM.S1AG1210,2013.12,1516.7,,F,Dollars
ECTM.S1AG1210,2014.01,1317.3,,F,Dollars
ECTM.S1AG1210,2014.02,1224.5,,F,Dollars
ECTM.S1AG1210,2014.03,1336.7,,F,Dollars
ECTM.S1AG1210,2014.04,1284,,F,Dollars
ECTM.S1AG1210,2014.05,1333,,F,Dollars
ECTM.S1AG1210,2014.06,1255.3,,F,Dollars
ECTM.S1AG1210,2014.07,1312.5,,F,Dollars
ECTM.S1AG1210,2014.08,1340,,F,Dollars
ECTM.S1AG1210,2014.09,1287.2,,F,Dollars
ECTM.S1AG1210,2014.1,1383.8,,F,Dollars
ECTM.S1AG1210,2014.11,1384.4,,F,Dollars
ECTM.S1AG1210,2014.12,1591.8,,F,Dollars
ECTM.S1AG1210,2015.01,1420.8,,F,Dollars
ECTM.S1AG1210,2015.02,1297.3,,F,Dollars
ECTM.S1AG1210,2015.03,1411.2,,F,Dollars
ECTM.S1AG1210,2015.04,1354,,F,Dollars
ECTM.S1AG1210,2015.05,1387.5,,F,Dollars
ECTM.S1AG1210,2015.06,1323.4,,F,Dollars
ECTM.S1AG1210,2015.07,1380.8,,F,Dollars
ECTM.S1AG1210,2015.08,1405.1,,F,Dollars
ECTM.S1AG1210,2015.09,1366.7,,F,Dollars
ECTM.S1AG1210,2015.1,1481.7,,F,Dollars
ECTM.S1AG1210,2015.11,1449.2,,F,Dollars
ECTM.S1AG1210,2015.12,1685.4,,F,Dollars
ECTM.S1AG1210,2016.01,1461.3,,F,Dollars
ECTM.S1AG1210,2016.02,1419.3,,F,Dollars
ECTM.S1AG1210,2016.03,1504.4,,F,Dollars
ECTM.S1AG1210,2016.04,1424.7,,F,Dollars
ECTM.S1AG1210,2016.05,1446.7,,F,Dollars
ECTM.S1AG1210,2016.06,1400.9,,F,Dollars
ECTM.S1AG1210,2016.07,1454.1,,F,Dollars
ECTM.S1AG1210,2016.08,1449.3,,F,Dollars
ECTM.S1AG1210,2016.09,1438.1,,F,Dollars
ECTM.S1AG1210,2016.1,1538,,F,Dollars
ECTM.S1AG1210,2016.11,1538.7,,F,Dollars
ECTM.S1AG1210,2016.12,1780.7,,F,Dollars
ECTM.S1AG1210,2017.01,1555.3,,F,Dollars
ECTM.S1AG1210,2017.02,1465.3,,F,Dollars
ECTM.S1AG1210,2017.03,1592.7,,F,Dollars
ECTM.S1AG1210,2017.04,1555.1,,F,Dollars
ECTM.S1AG1210,2017.05,1554.4,,F,Dollars
ECTM.S1AG1210,2017.06,1504.9,,F,Dollars
ECTM.S1AG1210,2017.07,1546.3,,F,Dollars
ECTM.S1AG1210,2017.08,1571.4,,F,Dollars
ECTM.S1AG1210,2017.09,1544.8,,F,Dollars
ECTM.S1AG1210,2017.1,1627.2,,F,Dollars
ECTM.S1AG1210,2017.11,1638.3,,F,Dollars
ECTM.S1AG1210,2017.12,1885.1,,F,Dollars
ECTM.S1AG1210,2018.01,1634.8,,F,Dollars
ECTM.S1AG1210,2018.02,1524.8,,F,Dollars
ECTM.S1AG1210,2018.03,1719.3,,F,Dollars
ECTM.S1AG1210,2018.04,1543,,F,Dollars
ECTM.S1AG1210,2018.05,1615.9,,F,Dollars
ECTM.S1AG1210,2018.06,1558.6,,F,Dollars
ECTM.S1AG1210,2018.07,1599.5,,F,Dollars
ECTM.S1AG1210,2018.08,1632,,F,Dollars
ECTM.S1AG1210,2018.09,1614.6,,F,Dollars
ECTM.S1AG1210,2018.1,1698.5,,F,Dollars
ECTM.S1AG1210,2018.11,1696.3,,F,Dollars
ECTM.S1AG1210,2018.12,1947.6,,F,Dollars
ECTM.S1AG1210,2019.01,1713.2,,F,Dollars
ECTM.S1AG1210,2019.02,1601.7,,F,Dollars
ECTM.S1AG1210,2019.03,1756.4,,F,Dollars
ECTM.S1AG1210,2019.04,1662.6,,F,Dollars
ECTM.S1AG1210,2019.05,1690.3,,F,Dollars
ECTM.S1AG1210,2019.06,1620,,F,Dollars
ECTM.S1AG1210,2019.07,1650.7,,F,Dollars
ECTM.S1AG1210,2019.08,1705.3,,F,Dollars
ECTM.S1AG1210,2019.09,1661.6,,F,Dollars
ECTM.S1AG1210,2019.1,1759.3,,F,Dollars
ECTM.S1AG1210,2019.11,1781.2,,F,Dollars
ECTM.S1AG1210,2019.12,2018.1,,F,Dollars
ECTM.S1AG1210,2020.01,1779.1,,F,Dollars
ECTM.S1AG1210,2020.02,1759.1,,F,Dollars
ECTM.S1AG1210,2020.03,2205.9,,F,Dollars
ECTM.S1AG1210,2020.04,2073,,F,Dollars
ECTM.S1AG1210,2020.05,1952.7,,F,Dollars
ECTM.S1AG1210,2020.06,1784.8,,F,Dollars
ECTM.S1AG1210,2020.07,1832.7,,F,Dollars
ECTM.S1AG1210,2020.08,1933.8,,F,Dollars
ECTM.S1AG1210,2020.09,1811.1,,F,Dollars
ECTM.S1AG1210,2020.1,1896.6,,F,Dollars
ECTM.S1SG1210,2007.03,903.9,,R,Dollars
ECTM.S1SG1210,2007.04,911.9,,R,Dollars
ECTM.S1SG1210,2007.05,917,,R,Dollars
ECTM.S1SG1210,2007.06,921.2,,R,Dollars
ECTM.S1SG1210,2007.07,925,,R,Dollars
ECTM.S1SG1210,2007.08,927.1,,R,Dollars
ECTM.S1SG1210,2007.09,923.3,,R,Dollars
ECTM.S1SG1210,2007.1,932.4,,R,Dollars
ECTM.S1SG1210,2007.11,941,,R,Dollars
ECTM.S1SG1210,2007.12,940.9,,R,Dollars
ECTM.S1SG1210,2008.01,953.3,,R,Dollars
ECTM.S1SG1210,2008.02,956.4,,R,Dollars
ECTM.S1SG1210,2008.03,974.4,,R,Dollars
ECTM.S1SG1210,2008.04,952.4,,R,Dollars
ECTM.S1SG1210,2008.05,963.4,,R,Dollars
ECTM.S1SG1210,2008.06,965.7,,R,Dollars
ECTM.S1SG1210,2008.07,969.7,,R,Dollars
ECTM.S1SG1210,2008.08,988.6,,R,Dollars
ECTM.S1SG1210,2008.09,998.1,,R,Dollars
ECTM.S1SG1210,2008.1,1008.9,,R,Dollars
ECTM.S1SG1210,2008.11,1016.6,,R,Dollars
ECTM.S1SG1210,2008.12,1016.5,,R,Dollars
ECTM.S1SG1210,2009.01,1029.7,,R,Dollars
ECTM.S1SG1210,2009.02,1029.6,,R,Dollars
ECTM.S1SG1210,2009.03,1037.7,,R,Dollars
ECTM.S1SG1210,2009.04,1050.7,,R,Dollars
ECTM.S1SG1210,2009.05,1057.6,,R,Dollars
ECTM.S1SG1210,2009.06,1063,,R,Dollars
ECTM.S1SG1210,2009.07,1067,,R,Dollars
ECTM.S1SG1210,2009.08,1064.4,,R,Dollars
ECTM.S1SG1210,2009.09,1066,,R,Dollars
ECTM.S1SG1210,2009.1,1055.3,,R,Dollars
ECTM.S1SG1210,2009.11,1061.6,,R,Dollars
ECTM.S1SG1210,2009.12,1073.2,,R,Dollars
ECTM.S1SG1210,2010.01,1068.3,,R,Dollars
ECTM.S1SG1210,2010.02,1076,,R,Dollars
ECTM.S1SG1210,2010.03,1099.5,,R,Dollars
ECTM.S1SG1210,2010.04,1070.4,,R,Dollars
ECTM.S1SG1210,2010.05,1087.8,,R,Dollars
ECTM.S1SG1210,2010.06,1093.9,,R,Dollars
ECTM.S1SG1210,2010.07,1103.9,,R,Dollars
ECTM.S1SG1210,2010.08,1111,,R,Dollars
ECTM.S1SG1210,2010.09,1126.1,,R,Dollars
ECTM.S1SG1210,2010.1,1149.9,,R,Dollars
ECTM.S1SG1210,2010.11,1154.5,,R,Dollars
ECTM.S1SG1210,2010.12,1162.6,,R,Dollars
ECTM.S1SG1210,2011.01,1158.7,,R,Dollars
ECTM.S1SG1210,2011.02,1171.7,,R,Dollars
ECTM.S1SG1210,2011.03,1179.4,,R,Dollars
ECTM.S1SG1210,2011.04,1193.2,,R,Dollars
ECTM.S1SG1210,2011.05,1197.4,,R,Dollars
ECTM.S1SG1210,2011.06,1206.9,,R,Dollars
ECTM.S1SG1210,2011.07,1210.9,,R,Dollars
ECTM.S1SG1210,2011.08,1209.9,,R,Dollars
ECTM.S1SG1210,2011.09,1223,,R,Dollars
ECTM.S1SG1210,2011.1,1221.3,,R,Dollars
ECTM.S1SG1210,2011.11,1212.9,,R,Dollars
ECTM.S1SG1210,2011.12,1218.4,,R,Dollars
ECTM.S1SG1210,2012.01,1225.4,,R,Dollars
ECTM.S1SG1210,2012.02,1230.1,,R,Dollars
ECTM.S1SG1210,2012.03,1238.7,,R,Dollars
ECTM.S1SG1210,2012.04,1253.1,,R,Dollars
ECTM.S1SG1210,2012.05,1241.1,,R,Dollars
ECTM.S1SG1210,2012.06,1252.2,,R,Dollars
ECTM.S1SG1210,2012.07,1258.2,,R,Dollars
ECTM.S1SG1210,2012.08,1266.6,,R,Dollars
ECTM.S1SG1210,2012.09,1260,,R,Dollars
ECTM.S1SG1210,2012.1,1255.8,,R,Dollars
ECTM.S1SG1210,2012.11,1262.7,,R,Dollars
ECTM.S1SG1210,2012.12,1265.1,,R,Dollars
ECTM.S1SG1210,2013.01,1277.6,,R,Dollars
ECTM.S1SG1210,2013.02,1281.6,,R,Dollars
ECTM.S1SG1210,2013.03,1276.7,,R,Dollars
ECTM.S1SG1210,2013.04,1257.3,,R,Dollars
ECTM.S1SG1210,2013.05,1274.5,,R,Dollars
ECTM.S1SG1210,2013.06,1274.7,,R,Dollars
ECTM.S1SG1210,2013.07,1279.7,,R,Dollars
ECTM.S1SG1210,2013.08,1284.3,,R,Dollars
ECTM.S1SG1210,2013.09,1294.7,,R,Dollars
ECTM.S1SG1210,2013.1,1296.2,,R,Dollars
ECTM.S1SG1210,2013.11,1309.7,,R,Dollars
ECTM.S1SG1210,2013.12,1312.1,,R,Dollars
ECTM.S1SG1210,2014.01,1302.6,,R,Dollars
ECTM.S1SG1210,2014.02,1306.1,,R,Dollars
ECTM.S1SG1210,2014.03,1309.4,,R,Dollars
ECTM.S1SG1210,2014.04,1325.7,,R,Dollars
ECTM.S1SG1210,2014.05,1336.3,,R,Dollars
ECTM.S1SG1210,2014.06,1338.1,,R,Dollars
ECTM.S1SG1210,2014.07,1345.5,,R,Dollars
ECTM.S1SG1210,2014.08,1353.4,,R,Dollars
ECTM.S1SG1210,2014.09,1348.4,,R,Dollars
ECTM.S1SG1210,2014.1,1358.4,,R,Dollars
ECTM.S1SG1210,2014.11,1360.7,,R,Dollars
ECTM.S1SG1210,2014.12,1376.5,,R,Dollars
ECTM.S1SG1210,2015.01,1388.2,,R,Dollars
ECTM.S1SG1210,2015.02,1381.6,,R,Dollars
ECTM.S1SG1210,2015.03,1394.1,,R,Dollars
ECTM.S1SG1210,2015.04,1392.4,,R,Dollars
ECTM.S1SG1210,2015.05,1398.8,,R,Dollars
ECTM.S1SG1210,2015.06,1409.3,,R,Dollars
ECTM.S1SG1210,2015.07,1415.3,,R,Dollars
ECTM.S1SG1210,2015.08,1424.8,,R,Dollars
ECTM.S1SG1210,2015.09,1430.4,,R,Dollars
ECTM.S1SG1210,2015.1,1439.7,,R,Dollars
ECTM.S1SG1210,2015.11,1441.7,,R,Dollars
ECTM.S1SG1210,2015.12,1449.5,,R,Dollars
ECTM.S1SG1210,2016.01,1435.1,,R,Dollars
ECTM.S1SG1210,2016.02,1462.7,,R,Dollars
ECTM.S1SG1210,2016.03,1470,,R,Dollars
ECTM.S1SG1210,2016.04,1458.7,,R,Dollars
ECTM.S1SG1210,2016.05,1476.4,,R,Dollars
ECTM.S1SG1210,2016.06,1480.4,,R,Dollars
ECTM.S1SG1210,2016.07,1487.5,,R,Dollars
ECTM.S1SG1210,2016.08,1484.6,,R,Dollars
ECTM.S1SG1210,2016.09,1496.3,,R,Dollars
ECTM.S1SG1210,2016.1,1507.9,,R,Dollars
ECTM.S1SG1210,2016.11,1525.4,,R,Dollars
ECTM.S1SG1210,2016.12,1517.7,,R,Dollars
ECTM.S1SG1210,2017.01,1547,,R,Dollars
ECTM.S1SG1210,2017.02,1555.5,,R,Dollars
ECTM.S1SG1210,2017.03,1552.6,,R,Dollars
ECTM.S1SG1210,2017.04,1594.9,,R,Dollars
ECTM.S1SG1210,2017.05,1583.3,,R,Dollars
ECTM.S1SG1210,2017.06,1591,,R,Dollars
ECTM.S1SG1210,2017.07,1586.9,,R,Dollars
ECTM.S1SG1210,2017.08,1599.8,,R,Dollars
ECTM.S1SG1210,2017.09,1598.2,,R,Dollars
ECTM.S1SG1210,2017.1,1612.2,,R,Dollars
ECTM.S1SG1210,2017.11,1615.5,,R,Dollars
ECTM.S1SG1210,2017.12,1620,,R,Dollars
ECTM.S1SG1210,2018.01,1623.4,,R,Dollars
ECTM.S1SG1210,2018.02,1616.1,,R,Dollars
ECTM.S1SG1210,2018.03,1658.3,,R,Dollars
ECTM.S1SG1210,2018.04,1599.9,,R,Dollars
ECTM.S1SG1210,2018.05,1634.2,,R,Dollars
ECTM.S1SG1210,2018.06,1640.8,,R,Dollars
ECTM.S1SG1210,2018.07,1660.2,,R,Dollars
ECTM.S1SG1210,2018.08,1661.2,,R,Dollars
ECTM.S1SG1210,2018.09,1671.6,,R,Dollars
ECTM.S1SG1210,2018.1,1680.4,,R,Dollars
ECTM.S1SG1210,2018.11,1672.5,,R,Dollars
ECTM.S1SG1210,2018.12,1678.2,,R,Dollars
ECTM.S1SG1210,2019.01,1690.8,,R,Dollars
ECTM.S1SG1210,2019.02,1695.8,,R,Dollars
ECTM.S1SG1210,2019.03,1704.9,,R,Dollars
ECTM.S1SG1210,2019.04,1719.9,,R,Dollars
ECTM.S1SG1210,2019.05,1708.5,,R,Dollars
ECTM.S1SG1210,2019.06,1710,,R,Dollars
ECTM.S1SG1210,2019.07,1710.8,,R,Dollars
ECTM.S1SG1210,2019.08,1719.2,,R,Dollars
ECTM.S1SG1210,2019.09,1739.7,,R,Dollars
ECTM.S1SG1210,2019.1,1728.4,,R,Dollars
ECTM.S1SG1210,2019.11,1748.6,,R,Dollars
ECTM.S1SG1210,2019.12,1756.8,,R,Dollars
ECTM.S1SG1210,2020.01,1755.7,,R,Dollars
ECTM.S1SG1210,2020.02,1782.8,,R,Dollars
ECTM.S1SG1210,2020.03,2205.9,,R,Dollars
ECTM.S1SG1210,2020.04,2073,,R,Dollars
ECTM.S1SG1210,2020.05,1952.7,,R,Dollars
ECTM.S1SG1210,2020.06,1784.8,,R,Dollars
ECTM.S1SG1210,2020.07,1832.7,,R,Dollars
ECTM.S1SG1210,2020.08,1933.8,,R,Dollars
ECTM.S1SG1210,2020.09,1811.1,,R,Dollars
ECTM.S1SG1210,2020.1,1896.6,,F,Dollars
ECTM.S1AG1221,2000.01,0.6,,C,Dollars
ECTM.S1AG1221,2000.02,0.6,,C,Dollars
ECTM.S1AG1221,2000.03,0.7,,C,Dollars
ECTM.S1AG1221,2000.04,0.7,,C,Dollars
ECTM.S1AG1221,2000.05,0.7,,C,Dollars
ECTM.S1AG1221,2000.06,0.8,,C,Dollars
ECTM.S1AG1221,2000.07,0.8,,C,Dollars
ECTM.S1AG1221,2000.08,1,,C,Dollars
ECTM.S1AG1221,2000.09,1.3,,C,Dollars
ECTM.S1AG1221,2000.1,1.4,,C,Dollars
ECTM.S1AG1221,2000.11,1.7,,C,Dollars
ECTM.S1AG1221,2000.12,2.3,,C,Dollars
ECTM.S1AG1221,2001.01,1.9,,C,Dollars
ECTM.S1AG1221,2001.02,1.8,,C,Dollars
ECTM.S1AG1221,2001.03,2.2,,C,Dollars
ECTM.S1AG1221,2001.04,2.3,,C,Dollars
ECTM.S1AG1221,2001.05,2.6,,C,Dollars
ECTM.S1AG1221,2001.06,2.6,,C,Dollars
ECTM.S1AG1221,2001.07,2.7,,C,Dollars
ECTM.S1AG1221,2001.08,43.3,,C,Dollars
ECTM.S1AG1221,2001.09,42.1,,C,Dollars
ECTM.S1AG1221,2001.1,44.8,,C,Dollars
ECTM.S1AG1221,2001.11,45.8,,C,Dollars
ECTM.S1AG1221,2001.12,57.2,,C,Dollars
ECTM.S1AG1221,2002.01,44.9,,C,Dollars
ECTM.S1AG1221,2002.02,43.3,,C,Dollars
ECTM.S1AG1221,2002.03,47.2,,C,Dollars
ECTM.S1AG1221,2002.04,44.2,,C,Dollars
ECTM.S1AG1221,2002.05,46.6,,C,Dollars
ECTM.S1AG1221,2002.06,45.4,,C,Dollars
ECTM.S1AG1221,2002.07,49,,C,Dollars
ECTM.S1AG1221,2002.08,5.4,,C,Dollars
ECTM.S1AG1221,2002.09,5.1,,C,Dollars
ECTM.S1AG1221,2002.1,54.2,,F,Dollars
ECTM.S1AG1221,2002.11,56,,F,Dollars
ECTM.S1AG1221,2002.12,69.3,,F,Dollars
ECTM.S1AG1221,2003.01,56,,F,Dollars
ECTM.S1AG1221,2003.02,52.2,,F,Dollars
ECTM.S1AG1221,2003.03,56,,F,Dollars
ECTM.S1AG1221,2003.04,53.7,,F,Dollars
ECTM.S1AG1221,2003.05,55.5,,F,Dollars
ECTM.S1AG1221,2003.06,51.4,,F,Dollars
ECTM.S1AG1221,2003.07,55.8,,F,Dollars
ECTM.S1AG1221,2003.08,57.2,,F,Dollars
ECTM.S1AG1221,2003.09,54.9,,F,Dollars
ECTM.S1AG1221,2003.1,61.4,,F,Dollars
ECTM.S1AG1221,2003.11,61.5,,F,Dollars
ECTM.S1AG1221,2003.12,76.3,,F,Dollars
ECTM.S1AG1221,2004.01,59.9,,F,Dollars
ECTM.S1AG1221,2004.02,57.9,,F,Dollars
ECTM.S1AG1221,2004.03,62,,F,Dollars
ECTM.S1AG1221,2004.04,61.5,,F,Dollars
ECTM.S1AG1221,2004.05,61.4,,F,Dollars
ECTM.S1AG1221,2004.06,59.5,,F,Dollars
ECTM.S1AG1221,2004.07,64,,F,Dollars
ECTM.S1AG1221,2004.08,63.2,,F,Dollars
ECTM.S1AG1221,2004.09,65.4,,F,Dollars
ECTM.S1AG1221,2004.1,69,,F,Dollars
ECTM.S1AG1221,2004.11,71.9,,F,Dollars
ECTM.S1AG1221,2004.12,90.4,,F,Dollars
ECTM.S1AG1221,2005.01,69.9,,F,Dollars
